<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
PETR3.SA,D,20021223,000000,3.44,3.48,3.38,3.39,3080000,0
PETR3.SA,D,20021224,000000,3.39,3.39,3.39,3.39,000,0
PETR3.SA,D,20021225,000000,3.39,3.39,3.39,3.39,000,0
PETR3.SA,D,20021226,000000,3.38,3.40,3.31,3.31,1033600,0
PETR3.SA,D,20021227,000000,3.29,3.36,3.22,3.25,798400,0
PETR3.SA,D,20021230,000000,3.25,3.30,3.24,3.30,795200,0
PETR3.SA,D,20021231,000000,3.30,3.30,3.30,3.30,000,0
PETR3.SA,D,20030101,000000,3.30,3.30,3.30,3.30,000,0
PETR3.SA,D,20030102,000000,3.30,3.33,3.28,3.28,1880000,0
PETR3.SA,D,20030103,000000,3.31,3.42,3.26,3.26,2566400,0
PETR3.SA,D,20030106,000000,3.33,3.42,3.28,3.40,6899200,0
PETR3.SA,D,20030107,000000,3.34,3.38,3.30,3.33,4116800,0
PETR3.SA,D,20030108,000000,3.32,3.36,3.31,3.32,1942400,0
PETR3.SA,D,20030109,000000,3.39,3.51,3.37,3.50,4393600,0
PETR3.SA,D,20030110,000000,3.58,3.62,3.51,3.62,4323200,0
PETR3.SA,D,20030113,000000,3.59,3.65,3.57,3.59,3099200,0
PETR3.SA,D,20030114,000000,3.62,3.64,3.56,3.64,7166400,0
PETR3.SA,D,20030115,000000,3.57,3.66,3.56,3.66,4982400,0
PETR3.SA,D,20030116,000000,3.59,3.69,3.61,3.63,3660800,0
PETR3.SA,D,20030117,000000,3.47,3.61,3.45,3.45,5945600,0
PETR3.SA,D,20030120,000000,3.47,3.47,3.42,3.44,665600,0
PETR3.SA,D,20030121,000000,3.45,3.44,3.38,3.39,928000,0
PETR3.SA,D,20030122,000000,3.38,3.38,3.26,3.26,5428800,0
PETR3.SA,D,20030123,000000,3.27,3.28,3.23,3.27,3025600,0
PETR3.SA,D,20030124,000000,3.11,3.24,3.11,3.11,2662400,0
PETR3.SA,D,20030127,000000,3.09,3.12,3.03,3.10,10358400,0
PETR3.SA,D,20030128,000000,3.09,3.14,3.07,3.11,4076800,0
PETR3.SA,D,20030129,000000,3.24,3.24,3.11,3.24,7558400,0
PETR3.SA,D,20030130,000000,3.24,3.28,3.20,3.24,5420800,0
PETR3.SA,D,20030131,000000,3.23,3.27,3.19,3.24,4499200,0
PETR3.SA,D,20030203,000000,3.25,3.31,3.22,3.29,4100800,0
PETR3.SA,D,20030204,000000,3.24,3.27,3.20,3.22,7308800,0
PETR3.SA,D,20030205,000000,3.25,3.27,3.19,3.23,8944000,0
PETR3.SA,D,20030206,000000,3.16,3.19,3.10,3.11,3436800,0
PETR3.SA,D,20030207,000000,3.12,3.19,3.06,3.08,3113600,0
PETR3.SA,D,20030210,000000,3.12,3.22,3.08,3.20,9720000,0
PETR3.SA,D,20030211,000000,3.30,3.26,3.17,3.17,4422400,0
PETR3.SA,D,20030212,000000,3.19,3.24,3.16,3.22,4542400,0
PETR3.SA,D,20030213,000000,3.16,3.19,3.14,3.14,3057600,0
PETR3.SA,D,20030214,000000,3.11,3.19,3.11,3.13,4056000,0
PETR3.SA,D,20030217,000000,3.16,3.16,3.13,3.13,2009600,0
PETR3.SA,D,20030218,000000,3.08,3.19,3.04,3.19,7392000,0
PETR3.SA,D,20030219,000000,3.11,3.16,3.11,3.14,5296000,0
PETR3.SA,D,20030220,000000,3.09,3.14,3.06,3.10,4683200,0
PETR3.SA,D,20030221,000000,3.10,3.14,3.08,3.13,4808000,0
PETR3.SA,D,20030224,000000,3.06,3.16,3.03,3.03,3260800,0
PETR3.SA,D,20030225,000000,2.94,3.01,2.94,2.95,6321600,0
PETR3.SA,D,20030226,000000,2.91,2.99,2.88,2.88,2673600,0
PETR3.SA,D,20030227,000000,2.87,2.92,2.85,2.89,3488000,0
PETR3.SA,D,20030228,000000,2.94,2.99,2.94,2.99,4068800,0
PETR3.SA,D,20030303,000000,2.99,2.99,2.99,2.99,000,0
PETR3.SA,D,20030304,000000,2.99,2.99,2.99,2.99,000,0
PETR3.SA,D,20030305,000000,2.96,2.94,2.87,2.88,3672000,0
PETR3.SA,D,20030306,000000,2.89,2.92,2.88,2.92,4006400,0
PETR3.SA,D,20030307,000000,2.94,3.03,2.91,3.03,5169600,0
PETR3.SA,D,20030310,000000,2.96,3.00,2.94,2.94,7521600,0
PETR3.SA,D,20030311,000000,2.94,3.12,2.94,3.08,3318400,0
PETR3.SA,D,20030312,000000,3.11,3.17,3.07,3.17,4494400,0
PETR3.SA,D,20030313,000000,3.16,3.21,3.08,3.17,7411200,0
PETR3.SA,D,20030314,000000,3.22,3.22,3.16,3.20,3382400,0
PETR3.SA,D,20030317,000000,3.17,3.23,3.13,3.17,6292800,0
PETR3.SA,D,20030318,000000,3.24,3.30,3.16,3.29,4480000,0
PETR3.SA,D,20030319,000000,3.28,3.35,3.26,3.31,5937600,0
PETR3.SA,D,20030320,000000,3.31,3.39,3.25,3.34,6256000,0
PETR3.SA,D,20030321,000000,3.39,3.43,3.31,3.31,5894400,0
PETR3.SA,D,20030324,000000,3.26,3.34,3.22,3.22,4518400,0
PETR3.SA,D,20030325,000000,3.22,3.32,3.22,3.30,4089600,0
PETR3.SA,D,20030326,000000,3.26,3.31,3.23,3.23,3828800,0
PETR3.SA,D,20030327,000000,3.19,3.24,3.16,3.24,4316800,0
PETR3.SA,D,20030328,000000,3.14,3.26,3.14,3.21,4680000,0
PETR3.SA,D,20030331,000000,3.14,3.20,3.14,3.17,3467200,0
PETR3.SA,D,20030401,000000,3.23,3.28,3.20,3.27,2680000,0
PETR3.SA,D,20030402,000000,3.29,3.35,3.29,3.33,8393600,0
PETR3.SA,D,20030403,000000,3.35,3.41,3.32,3.36,7499200,0
PETR3.SA,D,20030404,000000,3.38,3.41,3.34,3.36,4174400,0
PETR3.SA,D,20030407,000000,3.44,3.45,3.25,3.25,9536000,0
PETR3.SA,D,20030408,000000,3.28,3.28,3.11,3.14,7833600,0
PETR3.SA,D,20030409,000000,3.15,3.17,3.10,3.15,9828800,0
PETR3.SA,D,20030410,000000,3.15,3.20,3.13,3.16,4387200,0
PETR3.SA,D,20030411,000000,3.16,3.19,3.14,3.17,3385600,0
PETR3.SA,D,20030414,000000,3.16,3.17,3.14,3.17,5427200,0
PETR3.SA,D,20030415,000000,3.17,3.19,3.12,3.19,4724800,0
PETR3.SA,D,20030416,000000,3.20,3.21,3.13,3.17,6585600,0
PETR3.SA,D,20030417,000000,3.17,3.26,3.16,3.24,5710400,0
PETR3.SA,D,20030418,000000,3.24,3.24,3.24,3.24,000,0
PETR3.SA,D,20030421,000000,3.24,3.24,3.24,3.24,000,0
PETR3.SA,D,20030422,000000,3.19,3.28,3.19,3.28,2872000,0
PETR3.SA,D,20030423,000000,3.26,3.31,3.21,3.31,5224000,0
PETR3.SA,D,20030424,000000,3.25,3.28,3.23,3.27,4566400,0
PETR3.SA,D,20030425,000000,3.25,3.27,3.23,3.23,1742400,0
PETR3.SA,D,20030428,000000,3.19,3.27,3.19,3.26,2889600,0
PETR3.SA,D,20030429,000000,3.27,3.35,3.25,3.33,6408000,0
PETR3.SA,D,20030430,000000,3.36,3.39,3.31,3.39,6788800,0
PETR3.SA,D,20030501,000000,3.39,3.39,3.39,3.39,000,0
PETR3.SA,D,20030502,000000,3.39,3.44,3.31,3.44,3558400,0
PETR3.SA,D,20030505,000000,3.38,3.52,3.38,3.52,4769600,0
PETR3.SA,D,20030506,000000,3.50,3.56,3.46,3.51,9604800,0
PETR3.SA,D,20030507,000000,3.52,3.53,3.48,3.52,8164800,0
PETR3.SA,D,20030508,000000,3.49,3.49,3.43,3.45,7278400,0
PETR3.SA,D,20030509,000000,3.50,3.56,3.44,3.56,11030400,0
PETR3.SA,D,20030512,000000,3.56,3.62,3.50,3.62,3323200,0
PETR3.SA,D,20030513,000000,3.61,3.69,3.61,3.69,8860800,0
PETR3.SA,D,20030514,000000,3.64,3.69,3.62,3.67,4672000,0
PETR3.SA,D,20030515,000000,3.67,3.69,3.61,3.69,6196800,0
PETR3.SA,D,20030516,000000,3.72,3.78,3.61,3.68,6187200,0
PETR3.SA,D,20030519,000000,3.66,3.66,3.53,3.53,2912000,0
PETR3.SA,D,20030520,000000,3.50,3.59,3.49,3.58,3294400,0
PETR3.SA,D,20030521,000000,3.58,3.62,3.54,3.62,6721600,0
PETR3.SA,D,20030522,000000,3.59,3.69,3.57,3.65,3280000,0
PETR3.SA,D,20030523,000000,3.59,3.64,3.55,3.59,5523200,0
PETR3.SA,D,20030526,000000,3.56,3.59,3.50,3.52,3515200,0
PETR3.SA,D,20030527,000000,3.53,3.61,3.51,3.60,4988800,0
PETR3.SA,D,20030528,000000,3.62,3.65,3.59,3.63,4772800,0
PETR3.SA,D,20030529,000000,3.66,3.67,3.56,3.56,4926400,0
PETR3.SA,D,20030530,000000,3.56,3.62,3.53,3.62,11420800,0
PETR3.SA,D,20030602,000000,3.60,3.62,3.54,3.58,8504000,0
PETR3.SA,D,20030603,000000,3.53,3.58,3.53,3.55,5380800,0
PETR3.SA,D,20030604,000000,3.55,3.68,3.55,3.67,3867200,0
PETR3.SA,D,20030605,000000,3.62,3.69,3.62,3.65,6104000,0
PETR3.SA,D,20030606,000000,3.69,3.76,3.68,3.70,7331200,0
PETR3.SA,D,20030609,000000,3.73,3.73,3.62,3.62,2176000,0
PETR3.SA,D,20030610,000000,3.63,3.70,3.56,3.58,3908800,0
PETR3.SA,D,20030611,000000,3.56,3.64,3.53,3.63,3713600,0
PETR3.SA,D,20030612,000000,3.62,3.67,3.61,3.67,4977600,0
PETR3.SA,D,20030613,000000,3.69,3.71,3.62,3.68,3606400,0
PETR3.SA,D,20030616,000000,3.67,3.72,3.67,3.69,6302400,0
PETR3.SA,D,20030617,000000,3.69,3.73,3.69,3.69,5875200,0
PETR3.SA,D,20030618,000000,3.69,3.72,3.57,3.62,6608000,0
PETR3.SA,D,20030619,000000,3.62,3.62,3.62,3.62,000,0
PETR3.SA,D,20030620,000000,3.58,3.59,3.45,3.45,6904000,0
PETR3.SA,D,20030623,000000,3.47,3.52,3.38,3.39,7750400,0
PETR3.SA,D,20030624,000000,3.39,3.49,3.39,3.44,9222400,0
PETR3.SA,D,20030625,000000,3.44,3.49,3.42,3.45,10556800,0
PETR3.SA,D,20030626,000000,3.44,3.46,3.41,3.42,6422400,0
PETR3.SA,D,20030627,000000,3.44,3.47,3.42,3.46,3456000,0
PETR3.SA,D,20030630,000000,3.40,3.51,3.40,3.47,2808000,0
PETR3.SA,D,20030701,000000,3.48,3.53,3.46,3.51,3364800,0
PETR3.SA,D,20030702,000000,3.49,3.56,3.49,3.52,7027200,0
PETR3.SA,D,20030703,000000,3.50,3.56,3.50,3.53,5729600,0
PETR3.SA,D,20030704,000000,3.53,3.62,3.53,3.62,2300800,0
PETR3.SA,D,20030707,000000,3.63,3.69,3.63,3.66,2486400,0
PETR3.SA,D,20030708,000000,3.53,3.73,3.53,3.73,4969600,0
PETR3.SA,D,20030709,000000,3.73,3.73,3.73,3.73,000,0
PETR3.SA,D,20030710,000000,3.69,3.74,3.68,3.72,5720000,0
PETR3.SA,D,20030711,000000,3.69,3.73,3.66,3.68,6204800,0
PETR3.SA,D,20030714,000000,3.70,3.73,3.70,3.72,2289600,0
PETR3.SA,D,20030715,000000,3.71,3.80,3.70,3.78,3729600,0
PETR3.SA,D,20030716,000000,3.77,3.81,3.73,3.78,3481600,0
PETR3.SA,D,20030717,000000,3.71,3.77,3.71,3.77,5248000,0
PETR3.SA,D,20030718,000000,3.77,3.83,3.77,3.83,4713600,0
PETR3.SA,D,20030721,000000,3.84,3.85,3.80,3.83,7121600,0
PETR3.SA,D,20030722,000000,3.81,3.87,3.81,3.85,2238400,0
PETR3.SA,D,20030723,000000,3.86,3.89,3.81,3.82,3467200,0
PETR3.SA,D,20030724,000000,3.81,3.86,3.76,3.76,3326400,0
PETR3.SA,D,20030725,000000,3.76,3.80,3.72,3.74,5259200,0
PETR3.SA,D,20030728,000000,3.74,3.76,3.71,3.76,1510400,0
PETR3.SA,D,20030729,000000,3.75,3.84,3.75,3.82,4320000,0
PETR3.SA,D,20030730,000000,3.81,3.82,3.79,3.81,3278400,0
PETR3.SA,D,20030731,000000,3.78,3.81,3.75,3.79,3737600,0
PETR3.SA,D,20030801,000000,3.79,3.79,3.59,3.59,6872000,0
PETR3.SA,D,20030804,000000,35.62,3.62,35.62,3.58,79280000,0
PETR3.SA,D,20030805,000000,36.25,3.67,3.61,3.66,47264000,0
PETR3.SA,D,20030806,000000,3.66,3.69,3.60,3.61,3619200,0
PETR3.SA,D,20030807,000000,3.66,3.75,3.64,3.75,6342400,0
PETR3.SA,D,20030808,000000,3.77,3.87,3.77,3.87,3388800,0
PETR3.SA,D,20030811,000000,3.81,3.88,3.81,3.86,4441600,0
PETR3.SA,D,20030812,000000,3.85,3.93,3.84,3.89,2748800,0
PETR3.SA,D,20030813,000000,3.84,3.91,3.84,3.87,9732800,0
PETR3.SA,D,20030814,000000,3.88,3.98,3.87,3.98,7403200,0
PETR3.SA,D,20030815,000000,3.94,3.94,3.85,3.89,4553600,0
PETR3.SA,D,20030818,000000,4.00,4.00,3.88,3.96,5428800,0
PETR3.SA,D,20030819,000000,3.97,3.97,3.84,3.86,8254400,0
PETR3.SA,D,20030820,000000,3.84,3.92,3.82,3.89,6342400,0
PETR3.SA,D,20030821,000000,3.90,3.92,3.85,3.90,7040000,0
PETR3.SA,D,20030822,000000,3.91,3.93,3.85,3.90,3793600,0
PETR3.SA,D,20030825,000000,3.90,3.90,3.84,3.85,3728000,0
PETR3.SA,D,20030826,000000,3.84,3.91,3.83,3.89,5761600,0
PETR3.SA,D,20030827,000000,3.91,3.98,3.89,3.97,3019200,0
PETR3.SA,D,20030828,000000,3.98,4.04,3.96,4.03,4937600,0
PETR3.SA,D,20030829,000000,3.96,4.11,3.96,4.11,8336000,0
PETR3.SA,D,20030901,000000,4.09,4.11,4.03,4.05,1491200,0
PETR3.SA,D,20030902,000000,4.04,4.08,4.04,4.04,3769600,0
PETR3.SA,D,20030903,000000,4.04,4.19,4.04,4.19,8265600,0
PETR3.SA,D,20030904,000000,4.20,4.34,4.19,4.33,6947200,0
PETR3.SA,D,20030905,000000,4.34,4.44,4.31,4.38,5230400,0
PETR3.SA,D,20030908,000000,4.43,4.49,4.38,4.38,5176000,0
PETR3.SA,D,20030909,000000,4.35,4.35,4.24,4.25,6334400,0
PETR3.SA,D,20030910,000000,4.26,4.26,4.19,4.31,4980800,0
PETR3.SA,D,20030911,000000,4.34,4.37,4.28,4.29,7460800,0
PETR3.SA,D,20030912,000000,4.37,4.37,4.26,4.30,4796800,0
PETR3.SA,D,20030915,000000,4.27,4.31,4.16,4.19,5963200,0
PETR3.SA,D,20030916,000000,4.24,4.24,4.18,4.20,2643200,0
PETR3.SA,D,20030917,000000,4.19,4.22,4.15,4.18,4100800,0
PETR3.SA,D,20030918,000000,4.19,4.23,4.15,4.18,6256000,0
PETR3.SA,D,20030919,000000,4.24,4.26,4.12,4.16,5188800,0
PETR3.SA,D,20030922,000000,4.15,4.15,4.06,4.09,10718400,0
PETR3.SA,D,20030923,000000,4.09,4.12,3.99,4.04,4755200,0
PETR3.SA,D,20030924,000000,4.06,4.12,4.06,4.10,6873600,0
PETR3.SA,D,20030925,000000,4.10,4.12,4.00,4.06,8828800,0
PETR3.SA,D,20030926,000000,4.04,4.12,4.03,4.07,10062400,0
PETR3.SA,D,20030929,000000,4.07,4.12,4.02,4.12,4976000,0
PETR3.SA,D,20030930,000000,4.13,4.14,4.05,4.12,5656000,0
PETR3.SA,D,20031001,000000,4.12,4.22,4.12,4.20,6252800,0
PETR3.SA,D,20031002,000000,4.21,4.38,4.20,4.38,5094400,0
PETR3.SA,D,20031003,000000,4.38,4.49,4.32,4.45,7056000,0
PETR3.SA,D,20031006,000000,4.43,4.49,4.42,4.47,4441600,0
PETR3.SA,D,20031007,000000,4.44,4.47,4.38,4.41,2888000,0
PETR3.SA,D,20031008,000000,4.44,4.53,4.44,4.48,5846400,0
PETR3.SA,D,20031009,000000,4.44,4.55,4.44,4.50,9910400,0
PETR3.SA,D,20031010,000000,4.49,4.50,4.45,4.47,1729600,0
PETR3.SA,D,20031013,000000,4.49,4.59,4.49,4.59,3280000,0
PETR3.SA,D,20031014,000000,4.57,4.59,4.50,4.50,6190400,0
PETR3.SA,D,20031015,000000,4.56,4.56,4.38,4.41,4755200,0
PETR3.SA,D,20031016,000000,4.42,4.46,4.34,4.38,4206400,0
PETR3.SA,D,20031017,000000,4.38,4.39,4.33,4.38,5390400,0
PETR3.SA,D,20031020,000000,4.38,4.38,4.32,4.37,7780800,0
PETR3.SA,D,20031021,000000,4.38,4.41,4.35,4.35,5235200,0
PETR3.SA,D,20031022,000000,4.35,4.35,4.26,4.26,3230400,0
PETR3.SA,D,20031023,000000,4.22,4.24,4.16,4.21,4174400,0
PETR3.SA,D,20031024,000000,4.19,4.30,4.16,4.26,2323200,0
PETR3.SA,D,20031027,000000,4.29,4.30,4.24,4.26,5260800,0
PETR3.SA,D,20031028,000000,4.25,4.34,4.24,4.32,7203200,0
PETR3.SA,D,20031029,000000,4.36,4.38,4.28,4.28,5976000,0
PETR3.SA,D,20031030,000000,4.28,4.31,4.19,4.25,3688000,0
PETR3.SA,D,20031031,000000,4.25,4.26,4.19,4.20,4201600,0
PETR3.SA,D,20031103,000000,4.21,4.31,4.21,4.31,7123200,0
PETR3.SA,D,20031104,000000,4.27,4.37,4.27,4.28,4716800,0
PETR3.SA,D,20031105,000000,4.29,4.29,4.19,4.22,3377600,0
PETR3.SA,D,20031106,000000,4.22,4.37,4.22,4.34,3875200,0
PETR3.SA,D,20031107,000000,4.36,4.38,4.32,4.36,4337600,0
PETR3.SA,D,20031110,000000,4.33,4.33,4.29,4.33,1448000,0
PETR3.SA,D,20031111,000000,4.25,4.38,4.25,4.34,3147200,0
PETR3.SA,D,20031112,000000,4.34,4.44,4.34,4.41,11620800,0
PETR3.SA,D,20031113,000000,4.41,4.47,4.38,4.47,4368000,0
PETR3.SA,D,20031114,000000,4.54,4.57,4.49,4.55,6848000,0
PETR3.SA,D,20031117,000000,4.51,4.51,4.44,4.47,4681600,0
PETR3.SA,D,20031118,000000,4.50,4.53,4.46,4.52,2630400,0
PETR3.SA,D,20031119,000000,4.50,4.56,4.47,4.56,3059200,0
PETR3.SA,D,20031120,000000,4.62,4.62,4.54,4.56,1560000,0
PETR3.SA,D,20031121,000000,4.52,4.58,4.52,4.54,6291200,0
PETR3.SA,D,20031124,000000,4.61,4.62,4.56,4.59,5576000,0
PETR3.SA,D,20031125,000000,4.60,4.62,4.59,4.61,4259200,0
PETR3.SA,D,20031126,000000,4.50,4.50,4.41,4.42,6075200,0
PETR3.SA,D,20031127,000000,4.39,4.44,4.39,4.44,4750400,0
PETR3.SA,D,20031128,000000,4.44,4.45,4.41,4.45,2344000,0
PETR3.SA,D,20031201,000000,4.45,4.56,4.45,4.56,4150400,0
PETR3.SA,D,20031202,000000,4.56,4.62,4.55,4.61,6811200,0
PETR3.SA,D,20031203,000000,4.59,4.62,4.57,4.59,4518400,0
PETR3.SA,D,20031204,000000,4.59,4.62,4.56,4.62,5790400,0
PETR3.SA,D,20031205,000000,4.61,4.66,4.58,4.63,2819200,0
PETR3.SA,D,20031208,000000,4.64,4.66,4.60,4.63,3849600,0
PETR3.SA,D,20031209,000000,4.65,4.94,4.65,4.89,7155200,0
PETR3.SA,D,20031210,000000,4.88,4.94,4.84,4.88,6083200,0
PETR3.SA,D,20031211,000000,4.87,5.03,4.87,4.97,5176000,0
PETR3.SA,D,20031212,000000,4.99,5.03,4.91,4.93,3843200,0
PETR3.SA,D,20031215,000000,5.00,5.00,4.84,4.85,3590400,0
PETR3.SA,D,20031216,000000,4.89,4.97,4.75,4.90,3665600,0
PETR3.SA,D,20031217,000000,4.93,5.10,4.93,5.03,7513600,0
PETR3.SA,D,20031218,000000,5.04,5.16,5.01,5.16,4563200,0
PETR3.SA,D,20031219,000000,5.16,5.21,5.14,5.16,1806400,0
PETR3.SA,D,20031222,000000,5.16,5.29,5.15,5.28,4283200,0
PETR3.SA,D,20031223,000000,5.31,5.34,5.13,5.14,4422400,0
PETR3.SA,D,20031224,000000,5.14,5.14,5.14,5.14,000,0
PETR3.SA,D,20031225,000000,5.14,5.14,5.14,5.14,000,0
PETR3.SA,D,20031226,000000,5.12,5.16,5.04,5.06,6142400,0
PETR3.SA,D,20031229,000000,5.11,5.21,5.10,5.20,4556800,0
PETR3.SA,D,20031230,000000,5.22,5.29,5.22,5.26,5828800,0
PETR3.SA,D,20031231,000000,5.26,5.26,5.26,5.26,000,0
PETR3.SA,D,20040101,000000,5.26,5.26,5.26,5.26,000,0
PETR3.SA,D,20040102,000000,5.22,5.53,5.19,5.46,7489600,0
PETR3.SA,D,20040105,000000,5.49,5.78,5.46,5.75,8067200,0
PETR3.SA,D,20040106,000000,5.75,6.04,5.69,6.04,10156800,0
PETR3.SA,D,20040107,000000,6.00,6.36,5.91,5.91,7904000,0
PETR3.SA,D,20040108,000000,6.00,6.03,5.75,5.86,4856000,0
PETR3.SA,D,20040109,000000,5.88,5.97,5.78,5.82,3996800,0
PETR3.SA,D,20040112,000000,5.93,5.94,5.81,5.92,3484800,0
PETR3.SA,D,20040113,000000,5.93,6.00,5.88,5.94,6403200,0
PETR3.SA,D,20040114,000000,5.94,5.94,5.56,5.76,4936000,0
PETR3.SA,D,20040115,000000,5.66,5.74,5.64,5.64,2921600,0
PETR3.SA,D,20040116,000000,5.66,5.71,5.50,5.69,3736000,0
PETR3.SA,D,20040119,000000,5.81,5.82,5.69,5.82,1163200,0
PETR3.SA,D,20040120,000000,5.83,6.05,5.81,6.02,4169600,0
PETR3.SA,D,20040121,000000,5.97,6.01,5.84,5.92,5148800,0
PETR3.SA,D,20040122,000000,5.78,5.92,5.76,5.81,5339200,0
PETR3.SA,D,20040123,000000,5.75,5.87,5.74,5.81,3112000,0
PETR3.SA,D,20040126,000000,5.88,5.96,5.83,5.91,1963200,0
PETR3.SA,D,20040127,000000,5.91,5.96,5.78,5.87,2068800,0
PETR3.SA,D,20040128,000000,5.75,5.98,5.75,5.87,1905600,0
PETR3.SA,D,20040129,000000,5.91,5.91,5.52,5.55,6435200,0
PETR3.SA,D,20040130,000000,5.55,5.57,5.28,5.31,4992000,0
PETR3.SA,D,20040202,000000,5.38,5.38,5.19,5.38,8976000,0
PETR3.SA,D,20040203,000000,5.44,5.51,5.42,5.50,4286400,0
PETR3.SA,D,20040204,000000,5.54,5.55,5.37,5.42,2728000,0
PETR3.SA,D,20040205,000000,5.42,5.50,5.28,5.31,5830400,0
PETR3.SA,D,20040206,000000,5.31,5.55,5.20,5.53,4025600,0
PETR3.SA,D,20040209,000000,5.58,5.72,5.56,5.60,8403200,0
PETR3.SA,D,20040210,000000,5.52,5.74,5.52,5.72,3124800,0
PETR3.SA,D,20040211,000000,5.75,5.95,5.75,5.93,3745600,0
PETR3.SA,D,20040212,000000,5.95,6.00,5.85,5.96,6875200,0
PETR3.SA,D,20040213,000000,5.98,6.06,5.81,5.89,7369600,0
PETR3.SA,D,20040216,000000,5.84,5.84,5.74,5.78,318400,0
PETR3.SA,D,20040217,000000,5.81,5.88,5.75,5.84,5260800,0
PETR3.SA,D,20040218,000000,5.88,5.94,5.69,5.74,6036800,0
PETR3.SA,D,20040219,000000,5.72,5.72,5.56,5.58,4147200,0
PETR3.SA,D,20040220,000000,5.33,5.61,5.28,5.56,7334400,0
PETR3.SA,D,20040223,000000,5.56,5.56,5.56,5.56,000,0
PETR3.SA,D,20040224,000000,5.56,5.56,5.56,5.56,000,0
PETR3.SA,D,20040225,000000,5.67,5.69,5.57,5.66,1171200,0
PETR3.SA,D,20040226,000000,5.66,5.67,5.57,5.57,1627200,0
PETR3.SA,D,20040227,000000,5.62,5.67,5.57,5.64,4652800,0
PETR3.SA,D,20040301,000000,5.70,5.97,5.70,5.93,3675200,0
PETR3.SA,D,20040302,000000,5.75,6.05,5.74,5.93,7928000,0
PETR3.SA,D,20040303,000000,6.02,6.06,5.97,6.03,4905600,0
PETR3.SA,D,20040304,000000,5.97,6.06,5.88,5.90,1825600,0
PETR3.SA,D,20040305,000000,5.94,5.99,5.88,5.88,3462400,0
PETR3.SA,D,20040308,000000,5.94,6.03,5.92,5.92,1614400,0
PETR3.SA,D,20040309,000000,5.93,6.10,5.91,6.03,4752000,0
PETR3.SA,D,20040310,000000,5.94,6.08,5.80,5.80,5475200,0
PETR3.SA,D,20040311,000000,5.74,5.83,5.62,5.62,4035200,0
PETR3.SA,D,20040312,000000,5.69,5.89,5.69,5.82,3648000,0
PETR3.SA,D,20040315,000000,5.78,5.80,5.69,5.70,1772800,0
PETR3.SA,D,20040316,000000,5.70,5.81,5.63,5.67,2468800,0
PETR3.SA,D,20040317,000000,5.69,5.86,5.68,5.85,3648000,0
PETR3.SA,D,20040318,000000,5.85,6.19,5.80,6.07,7027200,0
PETR3.SA,D,20040319,000000,6.12,6.14,5.89,5.92,10524800,0
PETR3.SA,D,20040322,000000,5.79,5.88,5.75,5.84,4448000,0
PETR3.SA,D,20040323,000000,5.84,5.96,5.78,5.78,5998400,0
PETR3.SA,D,20040324,000000,5.79,5.93,5.76,5.81,6251200,0
PETR3.SA,D,20040325,000000,5.76,5.85,5.75,5.78,3752000,0
PETR3.SA,D,20040326,000000,5.78,5.88,5.78,5.80,4358400,0
PETR3.SA,D,20040329,000000,5.84,5.90,5.77,5.78,2816000,0
PETR3.SA,D,20040330,000000,5.75,5.94,5.68,5.85,6374400,0
PETR3.SA,D,20040331,000000,5.82,6.08,5.82,6.07,9150400,0
PETR3.SA,D,20040401,000000,6.06,6.18,6.01,6.02,8868800,0
PETR3.SA,D,20040402,000000,6.02,6.16,6.01,6.09,5273600,0
PETR3.SA,D,20040405,000000,6.09,6.12,6.03,6.03,5353600,0
PETR3.SA,D,20040406,000000,6.03,6.12,5.99,6.07,2395200,0
PETR3.SA,D,20040407,000000,5.97,6.09,5.94,6.06,4107200,0
PETR3.SA,D,20040408,000000,6.05,6.22,6.05,6.16,6419200,0
PETR3.SA,D,20040409,000000,6.16,6.16,6.16,6.16,000,0
PETR3.SA,D,20040412,000000,6.16,6.37,6.16,6.33,6012800,0
PETR3.SA,D,20040413,000000,6.34,6.43,6.22,6.22,9268800,0
PETR3.SA,D,20040414,000000,6.22,6.31,6.07,6.10,5390400,0
PETR3.SA,D,20040415,000000,6.06,6.11,5.98,6.00,5288000,0
PETR3.SA,D,20040416,000000,5.97,6.09,5.95,5.95,3769600,0
PETR3.SA,D,20040419,000000,6.00,6.00,5.89,5.91,6475200,0
PETR3.SA,D,20040420,000000,5.91,5.95,5.74,5.74,7542400,0
PETR3.SA,D,20040421,000000,5.74,5.74,5.74,5.74,000,0
PETR3.SA,D,20040422,000000,5.74,5.82,5.67,5.77,9849600,0
PETR3.SA,D,20040423,000000,5.77,5.77,5.77,5.77,000,0
PETR3.SA,D,20040426,000000,5.81,5.88,5.62,5.68,4648000,0
PETR3.SA,D,20040427,000000,5.69,5.84,5.69,5.73,3243200,0
PETR3.SA,D,20040428,000000,5.72,5.79,5.59,5.59,7091200,0
PETR3.SA,D,20040429,000000,5.62,5.66,5.24,5.31,9067200,0
PETR3.SA,D,20040430,000000,5.39,5.39,5.19,5.28,9448000,0
PETR3.SA,D,20040503,000000,5.28,5.41,5.19,5.41,7857600,0
PETR3.SA,D,20040504,000000,5.41,5.62,5.41,5.55,13128000,0
PETR3.SA,D,20040505,000000,5.62,5.75,5.56,5.73,8961600,0
